auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,shortName,longName,firstTradeDateEpochUtc,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,Ticker,All Time High,52 Week High,Breakout Level,Today's High,Trailing Stop Loss,Today's Open,Current Market Price,Stop Loss,Stop Loss Points,Stop Loss Hit,Volume,Entry Price,Exit Price,Profit,Trailing Profit
,,,,,86400,2,422.8,426,419.25,463,422.8,426,419.25,463,1,,1.002,46.035984,,2792095,2792095,435467,758230,758230,,,30790141952,295.05,463,2.3427427,354.578,348.1705,33721747456,0.0508,54118573,72687296,0.63405997,0.026080001,72936496,53.202,7.934852,1711843200,1743379200,1711843200,,667694016,9.17,,,,2.566,25.705,0.23589599,0.17829525,1,1721952000,EVEREADY INDUSTRIE,Eveready Industries India Limited,1025495100,19800000,422.15,,,,,,none,,75756000,1.042,1311889024,3065329920,13142775808,79.266,180.813,,-0.018,0.42678002,0.09982,0.064050004,EVEREADY.NS,460.1313896,463,460.1313896,463,458,426,422.1499939,454.5300757,5.601313896,Yes,2792095,460.1313896,454.5300757,-5.601313896,-2.131389577
,,,,,86400,2,259.93,260,255.8,271.9,259.93,260,255.8,271.9,,,1.4,14.727526,14.405789,2753702,2753702,2838067,2468093,2468093,,,74046308352,88.95,271.9,0.7556932,217.1956,173.0864,1.20363E+11,0.05134,128069969,280723008,0.55626,0.22455,280908000,79.069,3.335947,1711843200,1743379200,1711843200,5.734,5030794752,17.91,18.31,03:02,1531353600,1.228,5.346,1.646945,0.17829525,0.533333,1522108800,ASHOKA BUILDCON LT,Ashoka Buildcon Limited,1287027900,19800000,263.77,242,145,204.3,212,1.9,buy,10,9170471936,32.658,22515017728,54501281792,97984618496,224.785,349.027,5.735,0.242,0.30509,0.22978,0.18587999,ASHOKA.NS,263,271.9,263,271.8999939,266.8999939,260,263.769989,259.37,3.63,No,2753702,263,263.769989,0.769989014,3.899993896
3,5,8,7,6,86400,2,747.25,757.1,739.2,767.2,747.25,757.1,739.2,767.2,3.1,0.0256,1.813,9.340659,17.898924,2721037,2721037,1765906,2103279,2103279,,,4.1022E+12,392.95,767.2,0.9367293,661.454,592.4535,3.49916E+12,0.0717,2136168278,508503008,0.095970005,0.3796,5362350080,221.588,3.452353,1711843200,1743379200,1711843200,2.219,3.13991E+11,81.9,42.74,05:01,1315785600,0.799,7.208,0.8075714,0.17829525,3.1,1718064000,TATA MOTORS LTD.,Tata Motors Limited,1225856700,19800000,765,203,203,203,203,3,hold,1,5.92166E+11,154.522,4.85433E+11,1.12044E+12,4.37928E+12,117.15,1143.185,2.217,0.133,0.43827,0.11085,0.06937,TATAMTRDVR.NS,749.4000244,767.2,749.4000244,767.2000122,762.2000122,757.0999756,765,748.4000244,8.699951172,No,2721037,757.0999756,765,7.900024414,5.100036621
,,,,,86400,2,814.1,822.2,820.05,902,814.1,822.2,820.05,902,,,0.545,29.012182,30.382757,2536042,2536042,548322,2011870,2011870,,,25010550784,312.35,902,2.8652525,519.575,493.4605,28138840064,0.09876,12269160,28362900,0.54307,0.084580004,28385600,202.342,4.354509,1711843200,1743379200,1711843200,1.876,862081024,30.37,29,,,3.224,15.781,1.5881417,0.17829525,,,Antony Waste Hdg Cell Ltd,Antony Waste Handling Cell Limited,1609472700,19800000,881.1,500,500,500,500,2,buy,1,858574976,30.282,1783026944,4468519936,8728916992,62.2,307.812,1.867,0.035,0.64739996,0.20427,0.09403,AWHCL.NS,834.7999878,902,834.7999878,902,897,822.2000122,881.0999756,825.4519879,9.347999878,No,2536042,834.7999878,881.0999756,46.29998779,62.20001221
,,,,,86400,2,449.55,462.1,434.5,468.9,449.55,462.1,434.5,468.9,,,0.861,79.28187,54.518517,2059511,2059511,2028998,2080026,2080026,,,1.15109E+11,145.825,468.9,3.39599,319.1195,231.89392,1.19524E+11,0.05452,113666826,260258000,0.56323004,0.13340001,260664000,39.886,11.071553,1711843200,1743379200,1719705600,1.476,1847896960,5.57,8.1,10:01,1720569600,3.526,36.655,1.9640985,0.17829525,,,PG ELECTROPLAST LT,PG Electroplast Limited,1317008700,19800000,441.6,381,220.9,300.95,300.95,2,buy,2,1824151040,7.009,3260828928,4347604992,33895632896,41.881,132.953,1.148,0.949,0.19367,0.0962,0.0875,PGEL.NS,464,468.9,464,468.8999939,463.8999939,462.1000061,441.6000061,461.1000061,2.899993896,Yes,2059511,464,461.1000061,-2.899993896,-0.100006104
,,,,,86400,2,245.82,248,240,260,245.82,248,240,260,0.5,0.0598,2.431,29.82536,,1495828,1495828,1329809,1215250,1215250,,,30090600448,102.42,260,2.1759524,177.8418,142.07906,29696446464,0.067880005,50781952,120681000,0.55283,0.00186,124059000,41.035,6.0762763,1711843200,1743379200,1711843200,-0.324,938694976,8.36,,05:01,1711065600,2.147,20.325,0.52673745,0.17829525,0.1,1708387200,REFEX INDUSTRIES L,Refex Industries Limited,1259811900,19800000,249.34,,,,,,none,,330791008,2.916,1461096960,2145620992,13828703232,46.173,123.747,-0.344,-0.457,0.13958,0.10566,0.10836001,REFEX.NS,255,260,255,260,255,248,249.3399963,251.45,3.55,Yes,1495828,255,251.45,-3.55,0
,,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MOS.NS,0P0001QQNM,24800",,1681789500,19800000,,,,,,,,,,,,,,,,,,,,,MOS.NS,213.3999939,0,213.3999939,224.8000031,219.8000031,200.8500061,216.8999939,210.265994,3.133999939,No,1400000,213.3999939,216.8999939,3.5,6.400009155
8,4,5,9,5,86400,2,1205.8,1212,1196.8,1215,1205.8,1212,1196.8,1215,3,0.1583,0.478,31.85552,,1347489,1347489,1687507,1331706,1331706,,,1.21356E+12,567.75,1215,6.208313,1101.188,880.3265,1.23068E+12,0.19744,249234097,1006230016,0.75132006,0.14441,,197.066,6.1200314,1711843200,1743379200,1711843200,2.986,38364999680,37.86,,,,6.296,23.409,,,,,ZYDUS LIFESCIENCES,Zydus Lifesciences Limited,956807100,19800000,1206.05,,,,,,none,,13575999488,13.492,52572000256,8218999808,1.95474E+11,3.719,193.17,2.99,0.186,0.67291,0.26895002,0.25659,ZYDUSLIFE.NS,1210,1215,1210,1215,1210,1212,1206.050049,1209,3,Yes,1347489,1212,1209,-3,-2
,,,,,86400,2,275.17,279.45,271.81,289.35,275.17,279.45,271.81,289.35,,,,,,1340539,1340539,1057235,1690830,1690830,,,15594277888,166.75,289.35,5.8981657,216.418,207.40582,10031903744,0.16539,12066963,,0.73182,0.045739997,54924900,73.593,3.8579757,1711843200,1743379200,1711843200,0.062,437289984,,,,,3.794,16.419,0.24398732,0.17829525,,,PLATINUM INDUSTRIE,Platinum Industries Limited,1709610300,19800000,283.92,,,,,,none,,2557230080,56.833,611009984,113130000,2643919872,3.322,63.787,-0.052,0.333,0.38705003,0.23110001,0.17849001,PLATIND.NS,288.230011,289.35,288.230011,289.3500061,284.3500061,279.4500122,283.9200134,284.3477109,3.88230011,Yes,1340539,288.230011,284.3477109,-3.88230011,-3.880004883
,,,,,86400,2,2449.3,2449.5,2438.75,2528.8,2449.3,2449.5,2438.75,2528.8,8,0.22540002,0.404,70.628,,1328160,1328160,1048036,613998,613998,,,1.19159E+12,1317,2528.8,3.0374458,2366.001,2074.4824,1.40552E+12,0.04299,228136832,475087008,0.50609,0.31013,,142.785,17.564869,1711843200,1743379200,1711843200,0.151,16863699968,35.51,,02:01,1283904000,3.583,26.715,,,,,TVS MOTOR CO,TVS Motor Company Limited,965187900,19800000,2508,,,,,,none,,25439000576,53.546,52612800512,2.60057E+11,3.923E+11,346.23,825.744,0.153,0.224,0.3728,0.13411,0.116280004,TVSMOTOR.NS,2519,2528.8,2519,2528.800049,2523.800049,2449.5,2508,2492.81,26.19,No,1328160,2519,2508,-11,4.800048828
,,,,,86400,2,550.9,548.45,547.05,566.65,550.9,548.45,547.05,566.65,1.5,0.089700006,0.359,33.61791,,1266919,1266919,1755969,1443634,1443634,,,1.36478E+11,287.7,566.65,3.0285587,478.036,425.45224,1.42861E+11,0.089940004,141732378,242368992,0.43633997,0.31219998,242530000,133.084,4.231162,1711843200,1743379200,1711843200,0.084,4053100032,16.75,,10:01,1427068800,3.17,16.849,0.714597,0.17829525,1.5,1722297600,GRANULES INDIA,Granules India Limited,1119239100,19800000,563.1,,,,,,none,,3811000064,15.724,8478640128,13150640128,45063671808,40.77,186.052,0.089,-0.017,0.52717996,0.18815,0.1758,GRANULES.NS,553.4000244,566.65,553.4000244,566.6500244,561.6500244,548.4500122,563.0999756,547.4500122,5.950012207,No,1266919,553.4000244,563.0999756,9.699951172,8.25
,,,,,86400,2,333.95,335.5,331.5,344.8,333.95,335.5,331.5,344.8,1,0.6329,0.972,,,1242646,1242646,669636,689037,689037,,,34719772672,188.65,344.8,1.641496,291.512,246.5435,42250612736,-0.020969998,53843865,102388000,0.45914,0.029089998,,111.948,3.029085,1711843200,1743379200,1719705600,-0.522,-443500000,-3.77,,10:01,1534204800,1.998,90.618,,,,,THIRUMALAI CHEM,Thirumalai Chemicals Limited,1025495100,19800000,339.1,,,,,,none,,4459200000,43.552,466249984,12517300224,21151299584,109.206,206.885,-0.519,0.061,0.17372999,0.02204,0.03042,TIRUMALCHM.NS,341,344.8,341,344.7999878,339.7999878,335.5,339.1000061,336.59,4.41,No,1242646,341,339.1000061,-1.899993896,-1.200012207
,,,,,86400,2,300.8,305.9,301.3,338,300.8,305.9,301.3,338,1,0.089099996,0.373,29.590017,,1194428,1194428,65634,186125,186125,,,8433662976,182.6,338,1.4475305,283.141,251.7265,8571338752,0.05998,6395437,25402600,,,26990800,113.739,2.9189637,1711843200,1743379200,1719705600,0.412,349470016,11.22,,03:02,1577664000,1.471,16.458,0.46946752,0.17829525,1,1692316800,MMP Industries Limited,MMP Industries Limited,1524714300,19800000,332,,,,,,none,,3916000,0.154,520799264,932236992,5826242048,32.258,229.413,0.411,0.027,0.23606001,0.08939,0.09797,MMP.NS,332.8999939,338,332.8999939,338,333,305.8999939,332,328.570994,4.328999939,No,1194428,332.8999939,332,-0.899993896,0.100006104
,,,,,86400,2,297.1,305,298.2,313.9,297.1,305,298.2,313.9,2,,,35.073444,,1106861,1106861,170893,345493,345493,,,15673399296,227.65,313.9,4.7278013,271.382,272.71362,13549408256,0.11983,17089629,50477200,0.69606,0.1393,50494200,47.813,6.491958,1711843200,1743379200,1711843200,0.27,397248000,8.85,,,,4.087,19.244,0.13137853,0.17829525,2,1723161600,R K SWAMY LTD,,1710215100,19800000,310.4,,,,,,none,,1775101056,35.166,704091008,327673984,3315155968,13.577,73.939,0.259,0.43,0.34373,0.21239,0.29977,RKSWAMY.NS,312,313.9,312,313.8999939,308.8999939,305,310.3999939,307.88,4.12,No,1106861,312,310.3999939,-1.600006104,-3.100006104
,,,,,86400,2,177.37,180.9,175,186.99,177.37,180.9,175,186.99,1.75,0.1384,0.604,16.339483,,955205,955205,230821,525843,525843,,,10422874112,93.1,186.99,1.7281101,142.4716,140.9989,9707821056,0.105749995,17070164,58846400,,,58846400,41.896,4.227611,1711843200,1743379200,1711843200,0.153,637841024,10.84,,,,1.61,9.924,0.7346699,0.17829525,1,1721260800,KOTHARI PETROCHEM,Kothari Petrochemicals Limited,1025495100,19800000,177.12,,,,,,none,,729764992,12.401,978225024,,6031371776,,102.493,0.152,0.227,0.28112,0.16219,0.15694,KOTHARIPET.NS,185.6999969,186.99,185.6999969,186.9900055,181.9900055,180.8999939,177.1199951,182.842997,2.856999969,Yes,955205,185.6999969,182.842997,-2.856999969,-3.709991455
,,,,,86400,2,912.45,920,915.2,956.7,912.45,920,915.2,956.7,,,1.419,78.88275,,857800,857800,376549,458252,458252,,,2.37542E+11,486.05,956.7,22.593925,738.509,672.42175,2.24716E+11,0.28561002,95800430,254564992,0.10033,0.21505,255848000,80.556,11.525523,1711843200,1743379200,1711843200,-0.569,3002804992,11.77,,02:01,1600992000,21.374,55.306,0.845757,0.17829525,5,1662681600,Suven Pharmaceuticals Ltd,Suven Pharmaceuticals Limited,1583725500,19800000,928.45,,,,,,none,,8211267072,32.256,4063153920,649964032,10513537024,3.17,41.3,-0.569,-0.315,0.57168996,0.38647,0.24364,SUVENPHAR.NS,922.9000244,956.7,922.9000244,956.7000122,951.7000122,920,928.4500122,919,3.900024414,No,857800,922.9000244,928.4500122,5.549987793,28.79998779
,,,,,86400,2,233.95,233.2,233.2,259.65,233.95,233.2,233.2,259.65,,,0.869,107.467255,,821494,821494,283768,938910,938910,,,,118.55,259.65,,188.725,176.03175,34685300736,0.05593,24046529,,0.40249002,0.01265,,33.001,7.4573503,1711843200,1743379200,1711843200,0.338,491406016,2.29,,10:01,1632355200,3.948,27.838,0.8385068,0.17829525,0.45,1720137600,ARTEMIS MEDICARE,Artemis Medicare Services Limited,1579837500,19800000,246.1,,,,,,none,,612051968,4.47,1245955968,3202587904,8785742848,70.436,64.71,0.335,0.153,0.20211,0.14182,0.124239996,ARTEMISMED.NS,249,259.65,249,259.6499939,254.6499939,233.1999969,246.1000061,245.51,3.49,No,821494,249,246.1000061,-2.899993896,5.649993896
,,,,,86400,2,140.82,141.25,139.66,147.86,140.82,141.25,139.66,147.86,,,1.592,,7.6413436,808719,808719,394116,415532,415532,,,32331364352,60.75,147.86,276.50424,109.4708,99.91395,28317562880,,58934422,218074000,0.71765,0.04147,218662000,12.383,11.940563,1711843200,1743379200,1711843200,,-1050763008,-4.82,19.35,10:05,1174608000,242.177,-22.036,1.176507,0.17829525,1.381944,1550102400,SUVEN LIFE SCIENCE,Suven Life Sciences Limited,1066967100,19800000,147.86,,,,,1,strong_buy,,2398674944,10.999,-1285037952,7097000,116929000,0.263,0.536,,-0.106,0.9295,,-13.24078,SUVEN.NS,144.8000031,147.86,144.8000031,147.8600006,142.8600006,141.25,147.8600006,142.352003,2.448000031,No,808719,144.8000031,147.8600006,3.059997559,-1.940002441
10,3,8,9,8,86400,2,1960.5,1958,1952.2,1980.05,1960.5,1958,1952.2,1980.05,12,0.2587,0.63,46.245888,33.412025,796851,796851,895873,899248,899248,,1967.3,9.71248E+11,1266,1980.05,4.5411572,1752.463,1597.545,9.65476E+11,0.09859,222049463,493444000,0.02645,0.79980004,493696000,278.656,7.0599594,1711843200,1743379200,1719705600,0.487,21086013440,42.54,58.88,,,4.514,34.065,0.42711556,0.17829525,6,1717718400,ICICI LOMBARD GEN,ICICI Lombard General Insurance Company Limited,1506483900,19800000,1967.3,2205,1260,1925.35,2000,2.4,buy,23,1231800064,2.498,28342390784,,2.13877E+11,,434.577,0.471,0.19,0.25410998,0.13252,0.13709,ICICIGI.NS,1965,1980.05,1965,1980.050049,1975.050049,1958,1967.300049,1957,8,No,796851,1965,1967.300049,2.300048828,10.05004883
,,,,,86400,2,258.44,260.4,257.31,275.8,258.44,260.4,257.31,275.8,,,,27.534931,,755071,755071,206945,158722,158722,,,10373886976,171.35,275.8,1.5537097,238.8578,230.97542,6875438592,0.04621,8403187,39186100,0.76949,0.03,39286100,121.786,2.1682293,1711843200,1743379200,1711843200,0.29,308560000,9.59,,,,1.03,15.174,0.39848483,0.17829525,,,J.G.CHEMICALS LTD,,1710301500,19800000,264.06,,,,,,none,,1787680000,54.648,453100000,137760000,6676850176,3.397,207.732,0.252,0.009,0.17681,0.06786,0.08712,JGCHEM.NS,274.5,275.8,274.5,275.7999878,270.7999878,260.3999939,264.0599976,270.755,3.745,Yes,755071,274.5,270.755,-3.745,-3.700012207
6,7,9,1,8,86400,2,1424.6,1423,1420.1,1454.2,1424.6,1423,1420.1,1454.2,2.5,0.27719998,0.914,,33.86064,703533,703533,928905,875474,875474,1438.4,,4.05899E+11,722.1,1454.2,3.4360104,1245.237,980.7618,3.9774E+11,-0.12712,138159103,282188000,0.50966,0.24745001,282228000,278.093,5.172371,1711843200,1743379200,1711843200,,-18989959168,-67.24,42.48,02:01,1189382400,3.367,31.967,0.7835368,0.17829525,2.5,1694995200,GLENMARK PHARM,Glenmark Pharmaceuticals Limited,1025495100,19800000,1438.4,795,540,646.77,627.5,2.5,buy,22,16594560000,58.803,12442349568,12309300224,1.18131E+11,15.686,418.663,,-0.092,0.6264,0.10533,0.11525,GLENMARK.NS,1451,1454.2,1451,1454.199951,1449.199951,1423,1438.400024,1435.49,15.51,No,703533,1451,1438.400024,-12.59997559,-1.800048828
4,10,10,7,10,86400,2,2797.55,2824.95,2808.5,2877.75,2797.55,2824.95,2808.5,2877.75,10,0.117,0.558,33.430923,36.687744,701213,701213,1000189,1208894,1208894,,,1.92898E+12,1751.0873,2877.75,1.4727436,2571.368,2246.2046,3.57035E+12,0.042940002,376107555,656358016,0.49308997,0.24072,678428992,1306.73,2.1758895,1711843200,1743379200,1711843200,0.001,56244899840,85.05,77.5,05:01,1475712000,2.726,13.368,0.5400119,0.17829525,10,1722902400,GRASIM INDUSTRIES,Grasim Industries Limited,1025495100,19800000,2843.3,3000,2365,2727.75,2762.5,2.1,buy,8,2.21221E+11,326.078,2.67087E+11,1.39077E+12,1.30978E+12,100.1,1986.179,-0.008,0.127,0.58447,0.20392,0.17417,GRASIM.NS,2852.949951,2877.75,2852.949951,2877.75,2872.75,2824.949951,2843.300049,2823.949951,29,No,701213,2852.949951,2843.300049,-9.649902344,19.80004883
,,,,,86400,2,1323.8,1334.7,1312,1349,1323.8,1334.7,1312,1349,5,0.1228,0.539,17.263615,32.339474,631784,631784,982349,1400404,1400404,,,2.39095E+11,724.2,1349,5.7935634,1146.425,953.2667,2.22411E+11,0.3364,80377634,179110000,0.51418,0.16233,179220000,326.671,4.0856094,1711843200,1743379200,1711843200,0.401,13882999808,77.31,41.27,05:01,1448496000,5.389,11.834,0.60033846,0.17829525,1.25,1708905600,NATCO PHARMA LTD,NATCO Pharma Limited,820467900,19800000,1334.65,1310,813,1048.43,1042.5,2.7,hold,14,18492000256,103.207,18794999808,3712000000,41268998144,6.342,229.903,0.427,0.188,0.82636,0.45543,0.41355,NATCOPHARM.NS,1339.800049,1349,1339.800049,1349,1344,1334.699951,1334.650024,1333.699951,6.100097656,No,631784,1339.800049,1334.650024,-5.150024414,4.199951172
,,,,,86400,2,1174.75,1191,1141.15,1210,1174.75,1191,1141.15,1210,7.5,0.1342,0.565,20.565094,,582206,582206,246118,793248,793248,,,35655749632,605,1210,1.0824552,894.715,823.746,48484188160,0.05252,10327359,30961500,0.66539,0.01084,31005000,662.293,1.7363915,1711843200,1743379200,1711843200,0.767,1729900032,55.92,,,,1.472,12.05,0.92534626,0.17829525,7.5,1693872000,INDIA GLYCOL,India Glycols Limited,1029123900,19800000,1150,,,,,,none,,1378300032,44.507,4023600128,13482300416,32939700224,65.735,1063.842,0.788,0.495,0.24794,0.122150004,0.0848,INDIAGLYCO.NS,1205.949951,1210,1205.949951,1210,1205,1191,1150,1192.890452,13.05949951,Yes,582206,1205.949951,1192.890452,-13.05949951,-0.949951172
,,,,,86400,2,909.55,914.95,901.65,964,909.55,914.95,901.65,964,1.5,0.0691,0.583,43.594757,37.789074,581595,581595,135951,118391,118391,,,26060566528,294.1,964,1.5103364,883.998,718.10126,28922189824,0.03461,9931749,27497300,0.53424,0.0911,27500300,295.162,3.2109487,1711843200,1743379200,1711843200,0.107,597166016,21.74,25.08,,,1.676,14.472,2.0780034,0.17829525,1.5,1721347200,MANGALAM CEMENT,Mangalam Cement Limited,1025495100,19800000,947.75,420,275,352,370,2.2,buy,5,2162761984,78.654,1998509952,6074784768,17254809600,74.848,627.509,0.107,-0.048,0.84916997,0.11582,0.06125,MANGLMCEM.NS,948.9000244,964,948.9000244,964,959,914.9500122,947.75,938.4110242,10.48900024,No,581595,948.9000244,947.75,-1.150024414,10.09997559
,,,,,86400,2,1459.5,1467,1465,1532.45,1459.5,1467,1465,1532.45,0.2,0.012999999,1.123,100.02937,,550701,550701,551844,505840,505840,,,1.28125E+11,579.85,1532.45,29.1291,1166.256,922.3975,1.20334E+11,0.29073998,34724554,83607904,0.58682,0.03891,,53.768,28.501152,1711843200,1743379200,1711843200,0.73,1278845952,15.32,,,,27.358,66.554,,,,,ZEN TECHNOLOGIES,Zen Technologies Limited,1427687100,19800000,1532.45,,,,,,none,,1681643008,20.154,1808049024,60338000,4398519808,1.294,53.134,0.726,0.475,0.70742995,0.41105998,0.33591,ZENTEC.NS,1486.349976,1532.45,1486.349976,1532.449951,1527.449951,1467,1532.449951,1470.486476,15.86349976,No,550701,1486.349976,1532.449951,46.09997559,41.09997559
,,,,,86400,2,890.25,899.95,899.95,983.6,890.25,899.95,899.95,983.6,11.25,0.2809,0.031,24.299799,48.454456,538973,538973,190317,445966,445966,,,44435558400,305.5,983.6,1.2931782,701.785,638.20123,41200898048,0.05088,8509247,45642400,0.75473,0.031770002,45647500,184.021,5.2898855,1711843200,1743379200,1711843200,-0.087,1748338048,40.06,20.09,02:01,1704412800,1.199,12.883,1.8549666,0.17829525,6.25,1700611200,PEARL GLOBAL INDUS,Pearl Global Industries Limited,1171511100,19800000,973.45,,,,,,none,,3659024896,83.954,3198076928,5905373184,34361511936,72.241,791.305,-0.094,0.202,0.49892,0.09307,0.11375,PGIL.NS,904,983.6,904,983.5999756,978.5999756,899.9500122,973.4500122,898.9500122,5.049987793,No,538973,904,973.4500122,69.45001221,74.59997559
,,,,,86400,2,1200.95,1186.1,1185.45,1224.9,1200.95,1186.1,1185.45,1224.9,11,0.25530002,0.681,38.81142,27.51923,477395,477395,363522,1382813,1382813,,,2.39089E+11,707.15,1224.9,3.8385553,956.201,907.06573,2.39992E+11,0.09887,58265241,196563008,0.70712996,0.1461,196690000,245.122,4.962223,1711843200,1743379200,1711843200,0.168,6158199808,31.34,44.2,,,3.853,26.255,0.54522645,0.17829525,11,1721001600,ALEMBIC PHARMACEUT,Alembic Pharmaceuticals Limited,1316490300,19800000,1216.35,1229,720,930.93,922.5,3,hold,14,1202099968,6.116,9140799488,5131599872,62286299136,10.65,316.877,0.169,0.079,0.71162003,0.14675,0.12567,APLLTD.NS,1218,1224.9,1218,1224.900024,1219.900024,1186.099976,1216.349976,1204.82,13.18,No,477395,1218,1216.349976,-1.650024414,1.900024414
,,,,,86400,2,845,851,845.65,898,845,851,845.65,898,4,0.0923,0.749,13.678054,,463891,463891,475597,541074,541074,,,1.28966E+11,350,898,3.3777323,668.66,515.938,1.3314E+11,0.24716999,69471283,145100992,0.51804,0.03973,145127008,476.137,1.8666897,1711843200,1743379200,1711843200,-0.164,9429689344,64.98,,02:01,1472688000,3.487,7.756,1.311269,0.17829525,4,1722470400,NAVA LIMITED,Nava Limited,1025495100,19800000,888.8,,,,,,none,,7725051904,53.239,17166172160,4136558080,38181167104,4.971,263.136,-0.164,0.048,0.5427,0.44959998,0.32871,NAVA.NS,868.75,898,868.75,898,893,851,888.7999878,859.0625,9.6875,No,463891,868.75,888.7999878,20.04998779,24.25
,,,,,86400,2,603.8,609.5,600.1,657.6,603.8,609.5,600.1,657.6,2.5,0.1365,1.013,35.346996,19.182976,443296,443296,187871,235834,235834,,,38953693184,345.3,657.6,1.1062908,558.558,500.75876,43286814720,0.03118,17813307,60190700,0.69074,0.16337,60220600,168.942,3.8288286,1711843200,1743379200,1711843200,0.474,1097776000,18.3,33.72,,,1.229,12.709,0.66473675,0.17829525,2.5,1694649600,SANDHAR TECHNOLOGI,Sandhar Technologies Limited,1522640700,19800000,646.85,698,691,694.5,694.5,1,strong_buy,2,456576000,7.588,3406091008,7410334208,35211079680,72.894,587.613,0.45,0.2,0.38972,0.09673,0.06093,SANDHAR.NS,628.9000244,657.6,628.9000244,657.5999756,652.5999756,609.5,646.8499756,621.6110242,7.289000244,No,443296,628.9000244,646.8499756,17.94995117,23.69995117
,,,,,86400,2,609.05,610,610,626.9,609.05,610,610,626.9,8.5,0.5809,0.524,55.209637,,427216,427216,407607,665926,665926,,,79115231232,280.15,626.9,30.09645,468.595,428.51926,76720349184,0.54638,42701841,127832000,0.66774005,0.11256,,13.977,44.27989,1711843200,1743379200,1719705600,0.607,1436283008,11.21,,,,29.185,42.643,,,,,TIPS INDUSTRIES,Tips Industries Limited,1025495100,19800000,618.9,,,,,,none,,1547926016,12.053,1799128704,50062000,2628722944,2.789,20.481,0.611,0.405,0.95413,0.68441004,0.72814006,TIPSINDLTD.NS,624.9000244,626.9,624.9000244,626.9000244,621.9000244,610,618.9000244,617.6510242,7.249000244,No,427216,624.9000244,618.9000244,-6,-3
